WBICs	hc_relative_0.3	hc_relative_0.4	hc_relative_0.5	hc_relative_0.6	hc_relative_0.7	hc_relative_0.8	hc_relative_0.9	hc_relative_1	hc_relative_1.1	hc_relative_1.2	hc_relative_1.3	hc_relative_1.4	hc_relative_1.5	hc_relative_1.6	hc_relative_1.7
10000	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738	23.7226863603738
100000	20.7122338786525	20.7122338786525	20.7122338786525	20.7122338786525	20.7121957732757	20.7121957732757	20.7121957732757	20.7121957732757	20.7121957732757	20.7121957732757	20.7121957732752	20.7121957732752	20.7121957732752	20.7121957732752	20.7035558789529
1000000	19.9248045147675	19.8584176933827	19.8181316436661	19.8200418536773	19.7889698563522	19.7921288054946	19.7906184813104	19.7881522982817	19.7907965735482	19.799668107455	19.799668107455	19.799668107455	19.799668107455	19.799668107455	19.799668107455
1000100	20.427043798049	20.410484965674	20.3807494498659	20.3877719532138	20.3637014532648	20.3719230790319	20.3712540328227	20.3712540328227	20.3712540328227	20.3712540328227	20.3712540328227	20.3712540328227	20.3712540328227	20.3712540328227	20.3712540328227
1000400	19.7412382320957	19.7390531860431	19.7498710288161	19.7341576969362	19.7439111505973	19.7169578709006	19.7128292060866	19.7187079782716	19.7114539259358	19.7104267422533	19.6977306001487	19.7065015707656	19.6944519545236	19.6827461589055	19.6823092097853
1000700	16.7623733215382	17.1861997572008	16.6009086777704	16.3585784188853	16.3538132758578	16.3161217382139	16.329224122996	16.3283548835407	16.776100514369	16.3176757589694	16.776802465713	16.7283285082231	16.5237114007124	16.2494007809531	16.750373982804
1000800	22.0573509080763	22.0513554695396	22.0495212659244	22.0497914729763	22.0480127002236	22.0475017497332	22.0442773837061	22.0410313768589	22.0398476552238	22.0398476552238	22.0398476552238	22.0398476552238	22.0398476552238	22.0398476552238	22.0398476552238
1000900	20.1411764351655	20.1334564760854	20.1090644126785	20.0628459248929	20.0158932717934	19.9412187177884	19.8808192008843	19.7158561239102	19.6041176134754	19.8653358020539	19.8387311612625	19.8387311612625	19.8387311612625	19.8387311612625	19.8387311612625
1001000	5.44575592157992	5.38227143898998	5.25621983201735	5.01688438753994	4.81118791112884	4.74786996289479	4.73393245317409	4.73939012026338	4.73974819394754	4.73135518273031	4.72894087450624	4.72894087450624	4.72894087450624	4.72894087450624	4.72894087450624
1001300	5.07863735014397	5.02231665964299	4.99650837876125	4.96861504865097	4.94729260777985	4.92190107331131	4.90694810375334	4.91545615684237	4.93185205981916	4.89422887154921	4.89331142763575	4.89077977645414	4.88877247881899	4.88877247881899	4.88877247881899
