WBICs	hc_0.5	hc_2.66666666666667	hc_4.83333333333333	hc_7	hc_9.16666666666667	hc_11.3333333333333	hc_13.5	hc_15.6666666666667	hc_17.8333333333333	hc_20
1176700	17.5071651414767	14.5709675498092	14.081296395114	13.1107457991573	12.7403777278177	12.7403777278177	12.7403777278177	12.7403777278177	12.7403777278177	12.7403777278177
1177400	20.2482508170406	20.2302252372932	20.1932362690638	20.1677027189126	20.1622743389181	20.1622743389181	20.1622743389181	20.1622743389181	20.1622743389181	20.1622743389181
1177600	22.5144606670643	22.5131654358213	22.5091271295923	22.4982851504336	22.4884811986209	22.4885047056077	22.4885047056077	22.4885047056077	22.4885047056077	22.4885047056077
117800	23.2552733008832	23.2277369666291	23.2271882555594	23.2253123438989	23.2226813219419	23.2257550199384	23.2257550199384	23.2257550199384	23.2257550199384	23.2257550199384
1178000	19.8241252988846	19.724049446254	18.7731081630544	17.470891051122	17.0410082017455	16.3039982558129	16.3154895531951	16.3154895531951	16.3154895531951	16.3154895531951
1178200	19.5326069780252	19.4430075334938	19.3821565120905	19.3308498866136	19.3348000927242	19.3348000927242	19.3348000927242	19.3348000927242	19.3348000927242	19.3348000927242
1178600	19.8509244373052	19.8455697520262	19.84556854021	19.8140253691824	19.8216967806747	19.8216967806747	19.8216967806747	19.8216967806747	19.8216967806747	19.8216967806747
1179400	19.9972459349861	19.9420704857273	19.9102612310702	19.8810794621188	19.8249228300783	19.8139769374222	19.8156882347337	19.8156882347337	19.8156882347337	19.8156882347337
11900	14.9995372202732	14.9995372202732	14.9995372202732	14.9995372202732	14.9995372202732	14.9995372202732	14.9995372202732	14.9995372202732	14.9995372202732	14.9995372202732
1191600	22.4608171311101	22.4218134064267	22.3701214442506	22.3630695963928	22.3307817513544	22.3309716629513	22.3309716629513	22.3309716629513	22.3309716629513	22.3309716629513
1204030	24.5891545834642	24.5739602137503	24.5739602137503	24.5739602137503	24.5739602137503	24.5739602137503	24.5739602137503	24.5739602137503	24.5739602137503	24.5739602137503
12050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1205000	23.7340802743117	23.7196877902563	23.695217871644	23.690518570008	23.690518570008	23.690518570008	23.690518570008	23.690518570008	23.690518570008	23.690518570008
12070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1215100	23.8877080694199	23.8877080694199	23.8877080694199	23.8877080694199	23.8877080694199	23.8877080694199	23.8877080694199	23.8877080694199	23.8877080694199	23.8877080694199
1215400	22.5880228236348	22.5711842525328	22.5620035299317	22.5620035299317	22.5620035299317	22.5620035299317	22.5620035299317	22.5620035299317	22.5620035299317	22.5620035299317
1219400	23.9069050259517	23.9069050259517	23.9069050259517	23.9069050261331	23.9069050261331	23.9069050261331	23.9069050261331	23.9069050261331	23.9069050261331	23.9069050261331
1220200	24.5160367987686	24.4926207866385	24.4926210024596	24.4926210028994	24.4926285792992	24.4926285806887	24.4926285806887	24.4926285806887	24.4926285806887	24.4926285806887
1226100	22.2411042869329	22.1973986221324	22.1952019387549	22.1952019387549	22.1952019387549	22.1952019387549	22.1952019387549	22.1952019387549	22.1952019387549	22.1952019387549
12330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
